report_date,period,entity_type,entity_name,sales_wan,occurred_at_ms,store_code,record_id,fetched_at_shanghai
2025-10-01,daily,group,集团合计,11014.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,group,集团合计,11014.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,group,集团合计,1745987.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,daily,business_type,超市,5238.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,business_type,超市,5238.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,business_type,超市,962224.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,daily,business_type,百货,1244.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,business_type,百货,1244.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,business_type,百货,171803.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,daily,business_type,服饰,816.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,business_type,服饰,816.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,business_type,服饰,117145.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,daily,business_type,电器,1722.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,business_type,电器,1722.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,business_type,电器,163211.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,daily,business_type,珠宝,1296.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,business_type,珠宝,1296.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,business_type,珠宝,181223.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,daily,business_type,医药,162.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,monthly,business_type,医药,162.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,yearly,business_type,医药,38741.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
2025-10-01,daily,business_type,餐饮,140.0,1759248000000,,,2025-10-02T12:29:59.077796+08:00
