report_date,period,entity_type,entity_name,sales_wan,occurred_at_ms,store_code,record_id,fetched_at_shanghai
2025-09-22,daily,group,集团合计,6538.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,group,集团合计,137194.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,group,集团合计,1674054.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,超市,3923.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,超市,77883.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,超市,918832.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,百货,522.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,百货,11853.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,百货,165790.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,服饰,178.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,服饰,8012.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,服饰,112942.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,电器,502.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,电器,10793.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,电器,156996.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,珠宝,865.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,珠宝,15723.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,珠宝,174805.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,医药,54.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,医药,3097.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,医药,37346.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,餐饮,81.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,餐饮,2044.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,餐饮,27666.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,电影,3.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,电影,91.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,电影,1792.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,电玩,3.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,电玩,150.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,电玩,3182.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,business_type,茶叶,407.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,business_type,茶叶,7548.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,business_type,茶叶,74703.0,1758470400000,,,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,store,许昌 天使城店,749.0,1758470400000,天使城店,recuXxKjVsprQs,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,store,许昌 天使城店,18622.0,1758470400000,天使城店,recuXxKjVsprQs,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,store,许昌 天使城店,237823.0,1758470400000,天使城店,recuXxKjVsprQs,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,store,许昌 时代广场店,1864.0,1758470400000,时代广场店,recuXxKjVsey7Z,2025-09-23T12:30:58.719270+08:00
2025-09-22,monthly,store,许昌 时代广场店,35639.0,1758470400000,时代广场店,recuXxKjVsey7Z,2025-09-23T12:30:58.719270+08:00
2025-09-22,yearly,store,许昌 时代广场店,429714.0,1758470400000,时代广场店,recuXxKjVsey7Z,2025-09-23T12:30:58.719270+08:00
2025-09-22,daily,store,许昌 生活广场店,307.0,1758470400000,生活广场店,recuXxKjVs1bAv,2025-09-23T12:30:58.719270+08:00
