report_date,period,entity_type,entity_name,sales_wan,occurred_at_ms,store_code,record_id,fetched_at_shanghai
2025-12-01,daily,group,集团合计,6369.0,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,group,集团合计,6369.0,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,group,集团合计,2140886.0,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,超市,3336.57,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,超市,3336.57,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,超市,1158615.48,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,百货,530.53,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,百货,530.53,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,百货,215531.79,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,服饰,849.62,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,服饰,849.62,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,服饰,158382.11,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,电器,507.05,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,电器,507.05,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,电器,200643.66,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,珠宝,537.8,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,珠宝,537.8,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,珠宝,223202.11,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,医药,178.66,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,医药,178.66,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,医药,48538.78,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,餐饮,96.1,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,餐饮,96.1,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,餐饮,34553.48,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,电影,8.77,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,电影,8.77,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,电影,2146.91,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,电玩,4.18,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,电玩,4.18,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,电玩,3774.77,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,business_type,茶叶,319.52,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,business_type,茶叶,319.52,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,business_type,茶叶,95497.04,1764518400000,,,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 天使城店,752.6,1764518400000,天使城店,recv492ZuhInjb,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 天使城店,752.6,1764518400000,天使城店,recv492ZuhInjb,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 天使城店,302133.84,1764518400000,天使城店,recv492ZuhInjb,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 时代广场店,1448.94,1764518400000,时代广场店,recv492ZuhXRug,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 时代广场店,1448.94,1764518400000,时代广场店,recv492ZuhXRug,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 时代广场店,547575.07,1764518400000,时代广场店,recv492ZuhXRug,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 生活广场店,765.99,1764518400000,生活广场店,recv492ZuhXbLy,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 生活广场店,765.99,1764518400000,生活广场店,recv492ZuhXbLy,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 生活广场店,158728.69,1764518400000,生活广场店,recv492ZuhXbLy,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 大众服饰店,240.99,1764518400000,大众服饰店,recv492ZuhbXk0,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 大众服饰店,240.99,1764518400000,大众服饰店,recv492ZuhbXk0,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 大众服饰店,38914.94,1764518400000,大众服饰店,recv492ZuhbXk0,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 禹州店,309.59,1764518400000,禹州店,recv492ZuhGzFm,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 禹州店,309.59,1764518400000,禹州店,recv492ZuhGzFm,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 禹州店,108708.52,1764518400000,禹州店,recv492ZuhGzFm,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 金三角店,208.49,1764518400000,金三角店,recv492Zuhi41Q,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 金三角店,208.49,1764518400000,金三角店,recv492Zuhi41Q,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 金三角店,82891.89,1764518400000,金三角店,recv492Zuhi41Q,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 北海店,192.98,1764518400000,北海店,recv492Zuh0Lzh,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 北海店,192.98,1764518400000,北海店,recv492Zuh0Lzh,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 北海店,84467.29,1764518400000,北海店,recv492Zuh0Lzh,2025-12-02T12:38:35.474535+08:00
2025-12-01,daily,store,许昌 云鼎店,123.22,1764518400000,云鼎店,recv492ZuhBtKe,2025-12-02T12:38:35.474535+08:00
2025-12-01,monthly,store,许昌 云鼎店,123.22,1764518400000,云鼎店,recv492ZuhBtKe,2025-12-02T12:38:35.474535+08:00
2025-12-01,yearly,store,许昌 云鼎店,44803.04,1764518400000,云鼎店,recv492ZuhBtKe,2025-12-02T12:38:35.474535+08:00
