report_date,period,entity_type,entity_name,sales_wan,occurred_at_ms,store_code,record_id,fetched_at_shanghai
2025-11-17,daily,group,集团合计,5593.0,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,monthly,group,集团合计,101638.0,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,yearly,group,集团合计,2057536.0,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,daily,business_type,超市,2803.51,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,monthly,business_type,超市,50452.99,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,yearly,business_type,超市,1117212.0,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,daily,business_type,百货,576.18,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,monthly,business_type,百货,11841.61,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,yearly,business_type,百货,206759.75,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,daily,business_type,服饰,690.08,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,monthly,business_type,服饰,10602.45,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,yearly,business_type,服饰,147621.31,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,daily,business_type,电器,443.82,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,monthly,business_type,电器,10138.2,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,yearly,business_type,电器,193882.68,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,daily,business_type,珠宝,543.19,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,monthly,business_type,珠宝,9479.26,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,yearly,business_type,珠宝,215513.29,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,daily,business_type,医药,165.73,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,monthly,business_type,医药,2625.37,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,yearly,business_type,医药,46166.83,1763308800000,,,2025-11-18T12:33:44.735235+08:00
2025-11-17,daily,business_type,餐饮,90.98,1763308800000,,,2025-11-18T12:33:44.735235+08:00
