report_date,period,entity_type,entity_name,sales_wan,occurred_at_ms,store_code,record_id,fetched_at_shanghai
2025-12-10,daily,group,集团合计,7810.0,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,monthly,group,集团合计,64927.0,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,yearly,group,集团合计,2199444.0,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,daily,business_type,超市,3892.29,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,monthly,business_type,超市,33511.07,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,yearly,business_type,超市,1188789.99,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,daily,business_type,百货,690.91,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,monthly,business_type,百货,6023.89,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,yearly,business_type,百货,221025.15,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,daily,business_type,服饰,1065.69,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,monthly,business_type,服饰,8860.21,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,yearly,business_type,服饰,166392.7,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,daily,business_type,电器,546.48,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,monthly,business_type,电器,4432.42,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,yearly,business_type,电器,204569.03,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,daily,business_type,珠宝,795.03,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,monthly,business_type,珠宝,6010.82,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,yearly,business_type,珠宝,228675.13,1765296000000,,,2025-12-11T12:42:11.416987+08:00
2025-12-10,daily,business_type,医药,202.83,1765296000000,,,2025-12-11T12:42:11.416987+08:00
