report_date,period,entity_type,entity_name,sales_wan,occurred_at_ms,store_code,record_id,fetched_at_shanghai
2025-11-29,daily,group,集团合计,8117.0,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,group,集团合计,170819.0,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,group,集团合计,2126717.0,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,超市,3809.76,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,超市,84873.67,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,超市,1151632.68,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,百货,978.04,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,百货,18983.14,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,百货,213901.29,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,服饰,1175.94,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,服饰,19394.15,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,服饰,156413.0,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,电器,687.93,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,电器,15703.33,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,电器,199447.81,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,珠宝,769.05,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,珠宝,16060.85,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,珠宝,222094.89,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,医药,200.21,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,医药,4634.98,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,医药,48176.44,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,餐饮,131.82,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,餐饮,2729.4,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,餐饮,34335.37,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,电影,32.98,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,电影,140.56,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,电影,2106.07,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,电玩,15.67,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,电玩,198.46,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,电玩,3754.17,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,business_type,茶叶,315.88,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,business_type,茶叶,8100.2,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,business_type,茶叶,94854.94,1764345600000,,,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 天使城店,1058.93,1764345600000,天使城店,recv3XlVtuJ6GE,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 天使城店,24391.37,1764345600000,天使城店,recv3XlVtuJ6GE,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 天使城店,300420.82,1764345600000,天使城店,recv3XlVtuJ6GE,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 时代广场店,2040.33,1764345600000,时代广场店,recv3XlVtuAzC5,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 时代广场店,42254.95,1764345600000,时代广场店,recv3XlVtuAzC5,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 时代广场店,544225.56,1764345600000,时代广场店,recv3XlVtuAzC5,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 生活广场店,940.96,1764345600000,生活广场店,recv3XlVtu26sT,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 生活广场店,16114.27,1764345600000,生活广场店,recv3XlVtu26sT,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 生活广场店,157124.53,1764345600000,生活广场店,recv3XlVtu26sT,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 大众服饰店,335.75,1764345600000,大众服饰店,recv3XlVtuFPOs,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 大众服饰店,5324.28,1764345600000,大众服饰店,recv3XlVtuFPOs,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 大众服饰店,38355.04,1764345600000,大众服饰店,recv3XlVtuFPOs,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 禹州店,403.54,1764345600000,禹州店,recv3XlVtuwHqu,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 禹州店,8235.79,1764345600000,禹州店,recv3XlVtuwHqu,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 禹州店,108011.87,1764345600000,禹州店,recv3XlVtuwHqu,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 金三角店,219.74,1764345600000,金三角店,recv3XlVtu3uAJ,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 金三角店,5510.6,1764345600000,金三角店,recv3XlVtu3uAJ,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 金三角店,82463.07,1764345600000,金三角店,recv3XlVtu3uAJ,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 北海店,252.71,1764345600000,北海店,recv3XlVtuTBeQ,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 北海店,5649.82,1764345600000,北海店,recv3XlVtuTBeQ,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 北海店,84013.88,1764345600000,北海店,recv3XlVtuTBeQ,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 云鼎店,139.42,1764345600000,云鼎店,recv3XlVtuqG72,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 云鼎店,2934.1,1764345600000,云鼎店,recv3XlVtuqG72,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 云鼎店,44550.87,1764345600000,云鼎店,recv3XlVtuqG72,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 金汇店,158.71,1764345600000,金汇店,recv3XlVtuGYQS,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 金汇店,3622.81,1764345600000,金汇店,recv3XlVtuGYQS,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 金汇店,57043.6,1764345600000,金汇店,recv3XlVtuGYQS,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 魏源店,129.42,1764345600000,魏源店,recv3XlVtuJADU,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 魏源店,2693.49,1764345600000,魏源店,recv3XlVtuJADU,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 魏源店,40460.77,1764345600000,魏源店,recv3XlVtuJADU,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 劳动店,39.91,1764345600000,劳动店,recv3XlVtuy9W9,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 劳动店,861.88,1764345600000,劳动店,recv3XlVtuy9W9,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 劳动店,13766.11,1764345600000,劳动店,recv3XlVtuy9W9,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 线上商城,220.65,1764345600000,线上商城,recv3XlVtufCea,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 线上商城,7150.91,1764345600000,线上商城,recv3XlVtufCea,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 线上商城,88198.92,1764345600000,线上商城,recv3XlVtufCea,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,新乡 大胖店,1076.43,1764345600000,大胖店,recv3XlVtuXZdV,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,新乡 大胖店,23811.98,1764345600000,大胖店,recv3XlVtuXZdV,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,新乡 大胖店,300615.23,1764345600000,大胖店,recv3XlVtuXZdV,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,新乡 小胖店,1056.86,1764345600000,小胖店,recv3XlVtuyIvg,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,新乡 小胖店,20562.34,1764345600000,小胖店,recv3XlVtuyIvg,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,新乡 小胖店,243597.1,1764345600000,小胖店,recv3XlVtuyIvg,2025-11-30T12:40:09.223777+08:00
2025-11-29,daily,store,许昌 实业公司店,321.73,1764345600000,实业公司店,recv3XlVtuT3WS,2025-11-30T12:40:09.223777+08:00
2025-11-29,monthly,store,许昌 实业公司店,8039.66,1764345600000,实业公司店,recv3XlVtuT3WS,2025-11-30T12:40:09.223777+08:00
2025-11-29,yearly,store,许昌 实业公司店,117226.65,1764345600000,实业公司店,recv3XlVtuT3WS,2025-11-30T12:40:09.223777+08:00
