report_date,period,entity_type,entity_name,sales_wan,occurred_at_ms,store_code,record_id,fetched_at_shanghai
2025-10-07,daily,group,集团合计,4054.0,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,group,集团合计,72179.0,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,group,集团合计,1807170.0,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,超市,2625.38,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,超市,36386.2,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,超市,993372.7,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,百货,372.6,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,百货,8194.76,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,百货,178753.72,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,服饰,294.6,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,服饰,5854.05,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,服饰,122183.02,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,电器,459.92,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,电器,8362.2,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,电器,169851.14,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,珠宝,0.0,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,珠宝,8353.67,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,珠宝,188280.91,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,医药,104.15,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,医药,1280.48,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,医药,39876.83,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,餐饮,57.49,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,餐饮,990.29,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,餐饮,29358.42,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,电影,7.52,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,电影,73.73,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,电影,1902.21,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,电玩,18.32,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,电玩,178.85,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,电玩,3400.97,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,business_type,茶叶,114.49,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,business_type,茶叶,2505.0,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,business_type,茶叶,80189.77,1759766400000,,,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 天使城店,1558.51,1759766400000,天使城店,recuYXs4ROzhvy,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 天使城店,10308.87,1759766400000,天使城店,recuYXs4ROzhvy,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 天使城店,256562.81,1759766400000,天使城店,recuYXs4ROzhvy,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 时代广场店,27.28,1759766400000,时代广场店,recuYXs4ROqoJf,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 时代广场店,18840.62,1759766400000,时代广场店,recuYXs4ROqoJf,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 时代广场店,462341.34,1759766400000,时代广场店,recuYXs4ROqoJf,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 生活广场店,0.0,1759766400000,生活广场店,recuYXs4ROinFG,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 生活广场店,5065.54,1759766400000,生活广场店,recuYXs4ROinFG,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 生活广场店,128469.21,1759766400000,生活广场店,recuYXs4ROinFG,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 大众服饰店,248.72,1759766400000,大众服饰店,recuYXs4ROQy3v,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 大众服饰店,1648.94,1759766400000,大众服饰店,recuYXs4ROQy3v,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 大众服饰店,29266.25,1759766400000,大众服饰店,recuYXs4ROQy3v,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 禹州店,444.33,1759766400000,禹州店,recuYXs4RObWoM,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 禹州店,3758.93,1759766400000,禹州店,recuYXs4RObWoM,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 禹州店,93070.3,1759766400000,禹州店,recuYXs4RObWoM,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 金三角店,493.18,1759766400000,金三角店,recuYXs4ROuFrX,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 金三角店,3061.24,1759766400000,金三角店,recuYXs4ROuFrX,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 金三角店,71675.73,1759766400000,金三角店,recuYXs4ROuFrX,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 北海店,386.78,1759766400000,北海店,recuYXs4ROvsrm,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 北海店,2960.18,1759766400000,北海店,recuYXs4ROvsrm,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 北海店,73095.93,1759766400000,北海店,recuYXs4ROvsrm,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 云鼎店,6.36,1759766400000,云鼎店,recuYXs4ROTprI,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 云鼎店,1477.34,1759766400000,云鼎店,recuYXs4ROTprI,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 云鼎店,38931.63,1759766400000,云鼎店,recuYXs4ROTprI,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 金汇店,364.81,1759766400000,金汇店,recuYXs4ROilY7,2025-10-08T12:30:44.568082+08:00
2025-10-07,monthly,store,许昌 金汇店,2175.62,1759766400000,金汇店,recuYXs4ROilY7,2025-10-08T12:30:44.568082+08:00
2025-10-07,yearly,store,许昌 金汇店,50257.74,1759766400000,金汇店,recuYXs4ROilY7,2025-10-08T12:30:44.568082+08:00
2025-10-07,daily,store,许昌 魏源店,11.76,1759766400000,魏源店,recuYXs4ROqF6a,2025-10-08T12:30:44.568082+08:00
